1963,Met Office Hadley Centre/Climatic Research Unit,0.03
1964,Met Office Hadley Centre/Climatic Research Unit,-0.24
1965,Met Office Hadley Centre/Climatic Research Unit,-0.14
1966,Met Office Hadley Centre/Climatic Research Unit,-0.08
1967,Met Office Hadley Centre/Climatic Research Unit,-0.05
1968,Met Office Hadley Centre/Climatic Research Unit,-0.10
1969,Met Office Hadley Centre/Climatic Research Unit,0.04
1970,Met Office Hadley Centre/Climatic Research Unit,-0.02
1971,Met Office Hadley Centre/Climatic Research Unit,-0.14
1972,Met Office Hadley Centre/Climatic Research Unit,-0.03
1973,Met Office Hadley Centre/Climatic Research Unit,0.12
1974,Met Office Hadley Centre/Climatic Research Unit,-0.11
1975,Met Office Hadley Centre/Climatic Research Unit,-0.04
1976,Met Office Hadley Centre/Climatic Research Unit,-0.15
1977,Met Office Hadley Centre/Climatic Research Unit,0.17
1978,Met Office Hadley Centre/Climatic Research Unit,0.07
1979,Met Office Hadley Centre/Climatic Research Unit,0.16
1980,Met Office Hadley Centre/Climatic Research Unit,0.26
1981,Met Office Hadley Centre/Climatic Research Unit,0.32
1982,Met Office Hadley Centre/Climatic Research Unit,0.10
1983,Met Office Hadley Centre/Climatic Research Unit,0.29
1984,Met Office Hadley Centre/Climatic Research Unit,0.11
1985,Met Office Hadley Centre/Climatic Research Unit,0.12
1986,Met Office Hadley Centre/Climatic Research Unit,0.16
1987,Met Office Hadley Centre/Climatic Research Unit,0.31
1988,Met Office Hadley Centre/Climatic Research Unit,0.35
1989,Met Office Hadley Centre/Climatic Research Unit,0.25
1990,Met Office Hadley Centre/Climatic Research Unit,0.43
1991,Met Office Hadley Centre/Climatic Research Unit,0.41
1992,Met Office Hadley Centre/Climatic Research Unit,0.19
1993,Met Office Hadley Centre/Climatic Research Unit,0.23
1994,Met Office Hadley Centre/Climatic Research Unit,0.30
1995,Met Office Hadley Centre/Climatic Research Unit,0.44
1996,Met Office Hadley Centre/Climatic Research Unit,0.34
1997,Met Office Hadley Centre/Climatic Research Unit,0.49
1998,Met Office Hadley Centre/Climatic Research Unit,0.64
1999,Met Office Hadley Centre/Climatic Research Unit,0.39
2000,Met Office Hadley Centre/Climatic Research Unit,0.40
2001,Met Office Hadley Centre/Climatic Research Unit,0.56
2002,Met Office Hadley Centre/Climatic Research Unit,0.61
2003,Met Office Hadley Centre/Climatic Research Unit,0.61
2004,Met Office Hadley Centre/Climatic Research Unit,0.53
2005,Met Office Hadley Centre/Climatic Research Unit,0.67
2006,Met Office Hadley Centre/Climatic Research Unit,0.64
2007,Met Office Hadley Centre/Climatic Research Unit,0.66
2008,Met Office Hadley Centre/Climatic Research Unit,0.53
2009,Met Office Hadley Centre/Climatic Research Unit,0.66
2010,Met Office Hadley Centre/Climatic Research Unit,0.75
2011,Met Office Hadley Centre/Climatic Research Unit,0.60
2012,Met Office Hadley Centre/Climatic Research Unit,0.64
2013,Met Office Hadley Centre/Climatic Research Unit,0.69
2014,Met Office Hadley Centre/Climatic Research Unit,0.74
2015,Met Office Hadley Centre/Climatic Research Unit,0.89
2016,Met Office Hadley Centre/Climatic Research Unit,1.00
2017,Met Office Hadley Centre/Climatic Research Unit,0.91
2018,Met Office Hadley Centre/Climatic Research Unit,0.83
2019,Met Office Hadley Centre/Climatic Research Unit,0.96
2020,Met Office Hadley Centre/Climatic Research Unit,0.99
2021,Met Office Hadley Centre/Climatic Research Unit,0.83
2022,Met Office Hadley Centre/Climatic Research Unit,0.87
